,Subtitle,Title,Date,URL,Location_Tag,Topic_Tag
117,Op-ed,The Sinatra Doctrine. How the EU Should Deal with the US–China Competition,27.08.2020,https://www.eeas.europa.eu/eeas/sinatra-doctrine-how-eu-should-deal-us%E2%80%93china-competition_en,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || HR/VP in the media (selected articles) || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || Op-Eds HR/VP Josep Borrell || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
118,Statement/Declaration,International Day Commemorating the Victims of Acts of Violence based on Religion or Belief: declaration by the High Representative on behalf of the European Union,21.08.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/08/21/international-day-commemorating-the-victims-of-acts-of-violence-based-on-religion-or-belief-declaration-by-the-high-representative-on-behalf-of-the-european-union/?utm_source=dsms-auto&utm_medium=email&utm_campaign=International+Day+Commemorating+the+Victims+of+Acts+of+Violence+based+on+Religion+or+Belief%3a+declaration+by+the+High+Representative+on+behalf+of+the+European+Union,Ukraine,Africa || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Latin America & the Caribbean || Middle East & North Africa (MENA) || North America || Overseas Countries and Territories (OCTs) || Pacific || Western Balkans || Western Europe
119,Speech/Remark,COVID-19 Disinformation: Remarks by HR/VP Josep Borrell at the European Parliament session on tackling COVID-19 disinformation and the impact on freedom of expression,18.06.2020,https://www.eeas.europa.eu/eeas/covid-19-disinformation-remarks-hrvp-josep-borrell-european-parliament-session-tackling-covid-19_en,Ukraine,Africa || Andorra || Asia || Central Asia || Countering disinformation || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
120,Council conclusions,Human rights and democracy in the world: Council approves 2019 EU annual report,15.06.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/06/15/human-rights-and-democracy-in-the-world-council-approves-2019-eu-annual-report/,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
121,Statement/Declaration,World Day for Cultural Diversity for Dialogue and Development: Joint Statement by High Representative/Vice-President Josep Borrell and Commissioner Mariya Gabriel,20.05.2020,https://www.eeas.europa.eu/eeas/world-day-cultural-diversity-dialogue-and-development-joint-statement-high-representativevice_en,Ukraine,Africa || Andorra || Asia || Central Asia || Culture || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
122,Statement/Declaration,"Declaration by the High Representative Josep Borrell on behalf of the European Union on the occasion of the International Day Against Homophobia, Transphobia and Biphobia, 17 May 2020",15.05.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/05/15/declaration-by-the-high-representative-josep-borrell-on-behalf-of-the-european-union-on-the-occasion-of-the-international-day-against-homophobia-transphobia-and-biphobia-17-may-2020/,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
123,Press release,"Declaration by the High Representative Josep Borrell, on behalf of the European Union, on the occasion of the World Press Freedom Day, 3 May 2020",02.05.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/05/02/declaration-by-the-high-representative-josep-borrell-on-behalf-of-the-european-union-on-the-occasion-of-the-world-press-freedom-day-3-may-2020/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Declaration+by+the+High+Representative+Josep+Borrell%2c+on+behalf+of+the+European+Union%2c+on+the+occasion+of+the+World+Press+Freedom+Day%2c+3+May+2020,Ukraine,Africa || Andorra || Asia || Central Asia || Coronavirus || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
124,Statement/Declaration,International Day of Multilateralism and Diplomacy for Peace: video message by the HR/VP Josep Borrell,24.04.2020,https://www.eeas.europa.eu/eeas/international-day-multilateralism-and-diplomacy-peace-video-message-hrvp-josep-borrell_en,Ukraine,Africa || Andorra || Asia || Central Asia || Coronavirus || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
125,Speech/Remark,Implications of Covid-19 for the external action of the EU: remarks by HR/VP Josep Borrell at the AFET-SEDE-DROI Committee,20.04.2020,https://www.eeas.europa.eu/eeas/implications-covid-19-external-action-eu-remarks-hrvp-josep-borrell-afet-sede-droi-committee_en,Ukraine,"Africa || Andorra || Asia || Central Asia || Coronavirus || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe"
126,Press release,Coronavirus: European Union launches “Team Europe” package to support partner countries with more than €20 billion,08.04.2020,https://www.eeas.europa.eu/eeas/coronavirus-european-union-launches-%E2%80%9Cteam-europe%E2%80%9D-package-support-partner-countries-more-%E2%82%AC20-billion_en,Ukraine,Africa || Andorra || Asia || Central Asia || Coronavirus || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
127,Statement/Declaration,Coronavirus: Statement by the High Representative/Vice-President Josep Borrell following the EU Leaders’ video conference,27.03.2020,https://www.eeas.europa.eu/eeas/coronavirus-statement-high-representativevice-president-josep-borrell-following-eu-leaders%E2%80%99-video_en,Ukraine,Africa || Andorra || Asia || Central Asia || Coronavirus || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
128,Statement/Declaration,World Water Day: Joint Statement by the High Representative/Vice-President Josep Borrell and Commissioner Virginijus Sinkevičius,21.03.2020,https://www.eeas.europa.eu/eeas/world-water-day-joint-statement-high-representativevice-president-josep-borrell-and-commissioner-2_en,Ukraine,"Africa || Andorra || Asia || Central Asia || Climate || Climate, Environment & Energy || Eastern Europe || Eastern Partnership || Environment and climate change || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Water Diplomacy || Western Balkans || Western Europe"
129,Statement/Declaration,"Declaration by the High Representative on behalf of the European Union on the occasion of the International Day for the Elimination of Racial Discrimination, 21 March 2020",20.03.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/03/20/declaration-by-the-high-representative-on-behalf-of-the-european-union-on-the-occasion-of-the-international-day-for-the-elimination-of-racial-discrimination-21-march-2020/,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
130,Press release,Conclusions by the President of the European Council following the video conference with members of the European Council on COVID-19,17.03.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/03/17/conclusions-by-the-president-of-the-european-council-following-the-video-conference-with-members-of-the-european-council-on-covid-19/,Ukraine,Africa || Andorra || Asia || Central Asia || Coronavirus || Development Cooperation || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Health || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
